namespace,class,func,docstring,taint_summary,memory_summary
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"int compare( size_type pos1, size_type count1,
             const basic_string& str,
             size_type pos2, size_type count2 ) const;","比较两个字符序列。
比较此字符串的 [pos1, pos1 + count1) 子串与 str 的子串 [pos2, pos2 + count2)。
如果 count1 > size() - pos1，那么第一子串是 [pos1, size())。
如果 count2 > str.size() - pos2，那么第二子串是 [pos2, str.size())。

 参数
str	-	要比较的另一字符串
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置
count2	-	给定字符串要比较的字符数
pos2	-	给定字符串的要比较的首字符位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
  setSink(<4>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.strlen - 1])
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"int compare( size_type pos1, size_type count1,
             const basic_string& str,
             size_type pos2, size_type count2 = npos ) const;","比较两个字符序列。
比较此字符串的 [pos1, pos1 + count1) 子串与 str 的子串 [pos2, pos2 + count2)。
如果 count1 > size() - pos1，那么第一子串是 [pos1, size())。
如果 count2 > str.size() - pos2，那么第二子串是 [pos2, str.size())。

 参数
str	-	要比较的另一字符串
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置
count2	-	给定字符串要比较的字符数
pos2	-	给定字符串的要比较的首字符位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
  setSink(<4>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.strlen - 1])
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,int compare( const CharT* s ) const;,"比较两个字符序列。
比较此字符串与始于 s 所指向字符的长度为 Traits::length(s) 的空终止字符序列。

 参数
s	-	指向要比较的字符串的指针

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。",{},"{
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"int compare( size_type pos1, size_type count1,
             const CharT* s ) const;","比较两个字符序列。
比较此字符串的 [pos1, pos1 + count1) 子串与始于 s 所指向字符的长度为 Traits::length(s) 的空终止字符序列。
如果 count1 > size() - pos1，那么子串是 [pos1, size())。

 参数
s	-	指向要比较的字符串的指针
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"int compare( size_type pos1, size_type count1,
             const CharT* s, size_type count2 ) const;","比较两个字符序列。
 比较此字符串的 [pos1, pos1 + count1) 子串与范围 [s, s + count2) 中的字符。[s, s + count2) 中的字符可包含空字符。
如果 count1 > size() - pos1，那么子串是 [pos1, size())。

 参数
s	-	指向要比较的字符串的指针
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置
count2	-	给定字符串要比较的字符数
pos2	-	给定字符串的要比较的首字符位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
  setSink(<4>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.size])
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"template< class StringViewLike >
int compare( const StringViewLike& t ) const noexcept(/* 见下文 */);","比较两个字符序列。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后
比较此字符串与 sv。

 参数
t	-	要比较的（可转换到 std::basic_string_view 的）对象

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。",{},"{
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"template< class StringViewLike >
int compare( size_type pos1, size_type count1,
             const StringViewLike& t ) const;","比较两个字符序列。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后
如同用 std::basic_string_view<CharT, Traits>(*this).substr(pos1, count1).compare(sv) 比较此字符串的 [pos1, pos1 + count1) 子串与 sv。

 参数
t	-	要比较的（可转换到 std::basic_string_view 的）对象
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置
count2	-	给定字符串要比较的字符数
pos2	-	给定字符串的要比较的首字符位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::compare",basic_string,"template< class StringViewLike >
int compare( size_type pos1, size_type count1,
             const StringViewLike& t,
             size_type pos2, size_type count2 = npos) const;","比较两个字符序列。
如同用 std::basic_string_view<CharT, Traits> sv = t; 将 t 隐式转换到字符串视图 sv ，然后
如同用 std::basic_string_view<CharT, Traits>(*this)
    .substr(pos1, count1).compare(sv.substr(pos2, count2))
比较此字符串的 [pos1, pos1 + count1) 子串与 sv 的 [pos2, pos2 + count2) 子串。
 这些重载只有在 std::is_convertible_v<const StringViewLike&,
                      std::basic_string_view<CharT, Traits>> 是 true 且 std::is_convertible_v<const StringViewLike&, const CharT*> 是 false 时才会参与重载决议。

 参数
t	-	要比较的（可转换到 std::basic_string_view 的）对象
count1	-	此字符串要比较的字符数
pos1	-	此字符串中要比较的首字符的位置
count2	-	给定字符串要比较的字符数
pos2	-	给定字符串的要比较的首字符位置

返回值
*this 在字典序中先出现于实参所指定的字符序列时是负值。
两个序列比较等价时为零。
*this 在字典序中后出现于实参所指定的字符序列时是正值。","{
  setSink(<1>)
  setSink(<4>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  overflow(<4>, [0, <3>.strlen - 1])
  <-1> = [MIN, MAX]
}"
"std::basic_string<CharT,Traits,Allocator>::starts_with",basic_string,"constexpr bool
    starts_with( std::basic_string_view<CharT,Traits> sv ) const noexcept;","检查字符串是否始于给定前缀。前缀可为以下之一：
 字符串视图 sv（可以是从另一 std::basic_string 隐式转换的结果）。

 参数
sv	-	字符串视图，可为从另一 std::basic_string 隐式转换的结果

返回值
若字符串始于前缀则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::starts_with",basic_string,"constexpr bool
    starts_with( CharT ch ) const noexcept;","检查字符串是否始于给定前缀。前缀可为以下之一：
 单个字符 ch。

 参数
ch	-	单个字符

返回值
若字符串始于前缀则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::starts_with",basic_string,"constexpr bool
    starts_with( const CharT* s ) const;","检查字符串是否始于给定前缀。前缀可为以下之一：
 空终止字符串 s。

 参数
s	-	空终止字符串

返回值
若字符串始于前缀则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::ends_with",basic_string,"constexpr bool
    ends_with( std::basic_string_view<CharT, Traits> sv ) const noexcept;","检查字符串是否终于给定后缀。后缀可为以下之一：
 字符串视图 sv（可以是从另一 std::basic_string 隐式转换的结果）。

 参数
sv	-	字符串视图，可为从另一 std::basic_string 隐式转换的结果

返回值
若字符串终于给定后缀则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::ends_with",basic_string,"constexpr bool
    ends_with( CharT ch ) const noexcept;","检查字符串是否终于给定后缀。后缀可为以下之一：
单个字符 c。

 参数
c	-	单个字符

返回值
若字符串终于给定后缀则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::ends_with",basic_string,"constexpr bool
    ends_with( const CharT* s ) const;","检查字符串是否终于给定后缀。后缀可为以下之一：
空终止字符串 s。

 参数
s	-	空终止字符串

返回值
若字符串终于给定后缀则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::contains",basic_string,"constexpr bool
    contains( std::basic_string_view<CharT,Traits> sv ) const noexcept;","检查字符串是否含有给定子串。子串可以是下列三种之一：
 字符串视图 sv（可能为从另一 std::basic_string 隐式转换的结果）。

 参数
sv	-	字符串视图，可能为从另一 std::basic_string 隐式转换的结果

返回值
若字符串含有给定子串则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::contains",basic_string,"constexpr bool
    contains( CharT ch ) const noexcept;","检查字符串是否含有给定子串。子串可以是下列三种之一：
单个字符 c。

 参数
c	-	单个字符

返回值
若字符串含有给定子串则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::contains",basic_string,"constexpr bool
    contains( const CharT* s ) const;","检查字符串是否含有给定子串。子串可以是下列三种之一：
空终止字符串 s。

 参数
s	-	空终止字符串

返回值
若字符串含有给定子串则为 true，否则为 false。","{
  transitive(<-1>, <0> || <1>)
}","{
  <-1> = 0 || 1
}"
"std::basic_string<CharT,Traits,Allocator>::substr",basic_string,"basic_string substr( size_type pos = 0, size_type count = npos ) const;","返回子串 [pos, pos + count)。如果请求的子串越过字符串的结尾，即 count 大于 size() - pos（例如 count == npos），那么返回的子串是 [pos, size())。
等价于 return basic_string(*this, pos, count);。

 参数
pos	-	要包含的首个字符的位置
count	-	子串的长度

返回值
含子串 [pos, pos + count) 或 [pos, size()) 的字符串。","{
  setSink(<1>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <-1>.field = <0>.field
  <-1>.strlen =  <2> || <0>.strlen - <1>
  <-1>.size = <-1>.strlen + 1
}"
"std::basic_string<CharT,Traits,Allocator>::substr",basic_string,"constexpr basic_string
    substr( size_type pos = 0, size_type count = npos ) const&;","返回子串 [pos, pos + count)。如果请求的子串越过字符串的结尾，即 count 大于 size() - pos（例如 count == npos），那么返回的子串是 [pos, size())。
等价于 return basic_string(*this, pos, count);。

 参数
pos	-	要包含的首个字符的位置
count	-	子串的长度

返回值
含子串 [pos, pos + count) 或 [pos, size()) 的字符串。","{
  setSink(<1>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <-1>.field = <0>.field
  <-1>.strlen =  <2> || <0>.strlen - <1>
  <-1>.size = <-1>.strlen + 1
}"
"std::basic_string<CharT,Traits,Allocator>::substr",basic_string,"constexpr basic_string substr( size_type pos = 0, size_type count = npos ) &&;","返回子串 [pos, pos + count)。如果请求的子串越过字符串的结尾，即 count 大于 size() - pos（例如 count == npos），那么返回的子串是 [pos, size())。
等价于 return basic_string(std::move(*this), pos, count);。

 参数
pos	-	要包含的首个字符的位置
count	-	子串的长度

返回值
含子串 [pos, pos + count) 或 [pos, size()) 的字符串。","{
  setSink(<1>)
  transitive(<-1>, <0>)
}","{
  overflow(<1>, [0, <0>.strlen - 1])
  <-1>.field = <0>.field
  <-1>.strlen =  <2> || <0>.strlen - <1>
  <-1>.size = <-1>.strlen + 1
}"
